purchase_TF,Variant,date,id
True,A,2020-08-13,0x63222f
False,A,2020-06-18,0x3359bf
False,A,2020-03-05,0x1ca276
False,A,2020-01-22,0x23e251
False,A,2020-02-24,0x3900bc
False,A,2020-03-04,0x29ebb8
True,A,2019-09-29,0x7629f1
False,A,2020-05-29,0x7a2aee
False,A,2020-03-27,0x8839ae
True,A,2020-07-24,0x92ea35
False,A,2020-05-30,0x32a63d
False,A,2019-10-12,0x455154
False,B,2020-08-29,0xfbb12
False,A,2019-11-08,0x465552
False,A,2020-04-04,0x95ad84
False,A,2020-05-16,0x5665bd
False,A,2020-08-26,0x630d70
False,B,2020-08-30,0x9093b0
False,A,2020-03-08,0x4ff338
False,A,2019-11-02,0x951755
False,A,2020-04-25,0x5efd87
False,A,2019-09-21,0x7edef3
False,A,2019-10-03,0x70d463
False,B,2020-08-10,0x8779fe
False,A,2019-12-13,0x2bed10
True,A,2019-12-29,0x574147
False,A,2019-11-18,0x8fd5d0
False,A,2019-10-25,0x14d5f5
False,A,2019-11-14,0x466c66
False,A,2020-04-23,0x30bf95
False,A,2019-12-14,0x65d74e
True,A,2020-03-09,0x2e3171
False,A,2019-10-22,0x85c047
True,A,2019-11-26,0x25db24
False,A,2020-05-19,0x86f29e
True,A,2020-01-21,0x970530
True,A,2019-12-15,0x896ad3
False,A,2020-07-30,0x8836ea
False,A,2020-01-09,0x289ce8
False,A,2019-11-26,0x35e221
False,A,2019-08-28,0x2651da
False,A,2020-05-06,0x573337
False,B,2020-08-20,0x4830a7
False,A,2019-09-07,0x8a2639
False,A,2020-04-05,0x3262ea
False,A,2020-03-28,0x2faefc
False,A,2019-09-24,0x114140
False,A,2020-02-29,0x69c693
False,A,2019-08-15,0x3b1eb1
False,A,2020-02-25,0x9372e9
False,A,2020-06-28,0x353e36
False,A,2019-10-03,0x2d61f4
False,A,2020-03-30,0x79120b
False,A,2019-10-09,0x121673
False,A,2019-11-14,0x8c9ac0
False,A,2019-10-25,0x3bfa2c
False,A,2019-08-23,0x747f02
False,A,2020-07-14,0x668c08
False,A,2020-06-17,0x5d0a6f
False,A,2019-08-17,0x1dc2cd
False,A,2020-04-04,0x3677d6
False,A,2020-06-30,0x58bcc8
True,A,2020-02-21,0x86e454
False,A,2019-08-23,0x2747db
False,A,2019-08-18,0x6557b1
False,A,2019-09-23,0x964505
False,A,2019-08-08,0x7180d1
False,A,2020-05-10,0x2b24c3
True,A,2020-06-11,0x3e7711
False,A,2020-04-21,0x52fabb
False,A,2020-01-13,0x48bd79
False,B,2020-08-19,0x4e5a23
False,A,2020-02-12,0x3ff841
False,A,2020-05-17,0x37ee74
False,A,2019-10-18,0x46f697
True,A,2020-06-21,0x313eb1
False,A,2020-08-06,0x378502
False,A,2020-03-08,0x7e796f
False,A,2020-06-06,0x15913c
False,A,2020-06-14,0x7b59e3
False,A,2019-10-17,0x6e3f54
False,A,2020-02-04,0x6f105b
False,A,2019-09-04,0x95662e
True,A,2020-04-14,0x554e52
False,A,2020-01-23,0x9523c2
False,A,2020-07-14,0x2a42f0
False,A,2020-05-03,0x648392
False,A,2019-11-07,0x85ccf9
False,B,2020-08-03,0x58ecc4
False,A,2020-03-06,0x23c8b3
False,A,2020-08-08,0x8a64d6
True,A,2019-10-23,0x54c25d
True,A,2019-11-13,0x35acff
False,A,2020-08-24,0x5bed5c
True,A,2020-08-30,0x29bf68
False,A,2019-09-19,0x436292
False,A,2020-07-19,0x7a67f5
False,A,2019-09-17,0x80ef6e
False,A,2020-05-29,0x255869
False,A,2020-07-13,0x8001b2
False,A,2019-12-17,0x6cb43e
False,A,2020-07-14,0x532c30
False,B,2020-08-10,0x203b17
False,A,2020-08-30,0x8b0c10
False,A,2019-10-31,0x48db5a
False,A,2020-03-27,0x89f3db
False,A,2019-12-18,0x7d84d2
True,A,2020-06-26,0x94fb1f
False,A,2020-02-10,0x455ccd
False,A,2020-07-25,0x86020b
False,A,2019-08-12,0x55a0d6
False,A,2020-07-03,0x41770f
True,A,2019-09-30,0x6d0803
False,A,2020-07-18,0x841ad8
False,A,2020-05-26,0x4a5eef
False,A,2019-10-07,0x8f6ba5
False,A,2020-04-04,0x3837b7
False,A,2019-12-25,0x69a52c
False,A,2020-07-28,0x93916c
True,A,2020-04-03,0x8894b5
False,A,2019-12-31,0x5967d6
False,A,2019-12-21,0x61535d
False,A,2020-03-18,0x42f326
False,A,2019-12-13,0x19d233
False,A,2019-09-25,0x25a9aa
True,A,2019-09-04,0x62e46d
False,A,2019-12-27,0x1dd108
False,A,2020-08-26,0x6567fa
False,A,2020-05-30,0x13bf76
True,A,2020-04-23,0x4f63ff
False,A,2019-10-26,0x6700d1
False,A,2019-08-26,0x176b84
False,A,2019-08-24,0x414439
False,A,2019-09-17,0x56c4df
False,A,2020-02-14,0x6c5dac
False,A,2020-05-16,0x1f9585
False,A,2020-04-26,0x5c298b
False,A,2020-05-01,0x72a208
False,A,2020-07-23,0x7c38f9
True,A,2019-12-31,0x66ba65
False,A,2019-11-13,0x650abd
False,A,2019-08-24,0x29a4ac
False,B,2020-08-03,0x686a35
False,A,2020-07-05,0x559c33
False,A,2019-12-17,0x73d4c4
False,A,2019-12-19,0x260f20
True,A,2020-05-29,0x31b6bb
False,A,2019-12-07,0x118344
False,A,2019-12-25,0x2e3d16
False,A,2020-02-19,0x2d1063
True,A,2020-06-29,0x61f0fd
False,A,2020-07-12,0x53680f
False,A,2019-12-12,0x48560b
False,A,2020-02-24,0x67651f
True,A,2020-05-21,0x3c2673
False,A,2020-04-02,0x73f465
False,A,2020-08-13,0x32a80a
False,A,2020-06-06,0x7bb1f5
False,A,2020-06-30,0x55f5ae
False,A,2019-10-29,0x7ca89e
False,A,2019-10-16,0x7d8ae0
False,A,2020-02-19,0x3dc970
False,A,2020-05-26,0x4d57f0
False,A,2019-09-22,0x32e774
False,A,2020-07-03,0x3f8dcf
False,A,2020-05-17,0x141f4d
False,A,2019-08-07,0x453d67
False,A,2019-12-20,0x5d67cf
False,A,2020-02-26,0x8684d4
False,A,2020-04-04,0x7ce8f2
False,A,2020-04-03,0x47bb46
False,A,2019-08-08,0x137f13
False,A,2019-10-07,0x499f46
False,A,2020-02-22,0x31fcee
False,B,2020-08-22,0x10770a
False,A,2020-06-13,0x467c7a
False,A,2019-08-09,0x7c0d67
False,A,2020-02-11,0x81f56d
False,A,2020-01-13,0x30844d
False,B,2020-08-26,0x7745f8
False,A,2019-12-09,0x3b89da
False,A,2019-08-22,0x36b968
False,A,2020-08-22,0x437ffc
False,A,2020-06-10,0x912cd7
False,A,2019-09-28,0x8c28fc
False,A,2019-10-07,0x41af94
False,A,2020-04-30,0x30602e
False,A,2020-06-08,0x35823f
False,A,2020-02-08,0x42cf19
False,A,2020-02-20,0x7c1151
False,A,2019-10-20,0x40987a
False,A,2020-03-01,0x596f68
False,A,2020-08-12,0x3b9aae
False,A,2019-11-10,0x3e254b
False,A,2019-12-04,0x785df9
False,A,2019-12-14,0x68c69e
True,A,2020-03-03,0x552382
False,A,2019-11-10,0x6896bf
False,A,2020-08-09,0x1ba482
False,A,2020-02-22,0x970b9a
False,A,2019-09-26,0x209bc6
False,A,2019-09-04,0x57d81d
False,A,2019-09-23,0x563a11
False,A,2020-06-09,0x87a0c9
False,A,2019-10-26,0x563bc4
False,A,2020-01-05,0x7841e8
False,A,2019-10-30,0x64d67e
True,A,2019-12-25,0x8bfa14
False,A,2020-01-18,0x494686
False,A,2019-10-17,0x7db6a0
True,A,2020-01-22,0x1d37e1
True,B,2020-08-17,0x4523f6
False,A,2020-06-14,0x6552a5
False,A,2020-07-23,0x827036
False,A,2019-10-11,0x8a74ae
False,B,2020-08-04,0x56dbd3
False,A,2020-08-28,0x67c62e
False,A,2019-09-23,0x90cab2
True,A,2020-03-09,0x587738
False,A,2019-09-11,0x24e0f0
False,A,2020-07-11,0x7c0067
False,A,2020-05-09,0x5817de
False,A,2019-11-02,0x101188
False,A,2019-10-11,0x82739e
False,A,2019-10-19,0x3b6410
True,A,2019-09-24,0x35ab58
False,A,2020-04-26,0x613480
False,A,2020-04-26,0x5e47b7
False,A,2019-08-22,0x8f0b46
False,A,2019-09-19,0x2d94bd
False,A,2020-01-30,0x5b7f21
False,A,2019-10-23,0x1087ec
True,A,2020-06-14,0x88c8b8
False,A,2019-08-29,0x38b501
False,A,2019-08-27,0x42382f
False,A,2020-03-27,0x8c7c39
False,A,2019-10-25,0x4806da
True,A,2020-05-22,0x8817f2
False,A,2019-09-02,0x5922e8
True,A,2019-09-07,0x8ca4f1
False,A,2020-07-28,0x76f0db
False,A,2019-12-03,0x8f0d53
False,A,2020-01-28,0x4da784
False,A,2020-07-05,0x2b6e75
False,A,2019-09-27,0x5a534d
False,A,2020-06-30,0x866204
False,A,2020-03-30,0x511abe
False,A,2019-09-01,0x6a9136
False,B,2020-08-27,0x84e69e
False,A,2019-12-13,0x31b765
False,A,2020-03-30,0x41910b
False,A,2020-04-30,0x946b4b
True,A,2019-08-31,0x6acb5a
True,A,2019-08-31,0x4d9954
False,A,2019-12-13,0x1e6893
False,A,2020-06-22,0x3cb08e
False,A,2020-03-02,0x778b61
False,A,2020-04-17,0x79b7d6
True,A,2020-08-12,0x1c7bde
False,A,2020-05-15,0x82a749
False,A,2020-03-14,0x3633b6
True,A,2019-10-25,0x415b16
False,A,2020-05-18,0x458c82
False,A,2020-07-03,0x60239b
False,A,2020-03-20,0x88d8fb
False,A,2019-09-18,0x4191b2
False,A,2020-06-03,0x191376
False,A,2020-03-20,0x170712
False,A,2020-06-27,0x205451
False,A,2019-12-08,0x38221d
False,A,2020-02-12,0x565a56
True,A,2020-02-19,0x4936d3
False,A,2020-07-01,0x733c69
False,A,2020-03-06,0x5d955d
False,A,2020-05-16,0x6c02ae
False,A,2020-06-14,0x708829
True,A,2019-09-30,0x39ef51
True,A,2020-05-30,0x108747
False,A,2019-10-22,0x21e494
False,A,2019-08-25,0x82f911
False,A,2019-09-25,0x6ac8e1
False,A,2020-06-06,0x35bbeb
False,A,2020-05-06,0x7dcf8d
False,A,2019-11-16,0x6dd737
False,A,2020-04-15,0x75041e
True,A,2020-02-14,0x60d2dd
False,A,2019-12-18,0x1100f8
False,A,2020-02-01,0x20428c
False,B,2020-08-05,0x67e37a
True,A,2019-09-18,0x3ad07a
False,A,2020-08-07,0x80453c
False,A,2020-06-17,0x24a4b3
False,A,2020-01-24,0x84672a
True,A,2020-05-26,0x838148
False,A,2020-06-15,0x740dc3
False,A,2019-11-12,0x22f181
False,A,2020-07-18,0x7ec9a9
False,A,2020-05-09,0x96bf32
False,A,2020-04-15,0x697b50
False,A,2019-10-05,0x195003
False,A,2020-03-18,0x7a293b
True,A,2019-09-13,0x8da5d4
True,A,2020-05-14,0x6cc5a7
False,A,2019-11-18,0x19b57d
False,A,2020-07-02,0x40880c
False,A,2019-09-03,0x7fc94f
False,A,2020-08-12,0x8a3a9c
False,A,2020-05-22,0x493772
False,A,2020-01-05,0x941c97
False,A,2020-01-28,0x41812c
False,A,2020-05-27,0x2fa01e
False,A,2020-01-28,0x4e86d8
False,B,2020-08-07,0x1f35ba
False,A,2019-08-16,0x5b28ac
False,A,2019-09-16,0x16f122
False,A,2020-05-04,0x5a8fc3
False,A,2020-08-20,0x54dbab
False,A,2020-03-21,0x5ca739
False,A,2019-11-21,0x5d4fe7
False,A,2019-08-18,0x6357fa
False,B,2020-08-07,0x3e320b
True,A,2019-11-26,0x8a3aef
False,A,2020-05-14,0x6a297e
False,A,2020-04-05,0x47c4a1
False,A,2019-10-30,0x11e1e5
True,A,2020-01-08,0x1a3727
False,A,2019-11-11,0x324d53
True,A,2020-03-01,0x4bfa24
False,A,2019-09-24,0x34d5c1
False,A,2020-06-13,0x2b25fa
False,A,2020-03-08,0x8aebb0
True,A,2019-08-05,0x2b6bff
False,A,2019-09-03,0x8dc0d5
False,A,2019-09-27,0x3d28c2
False,A,2019-08-03,0x2b81f5
False,A,2019-11-28,0x40122e
False,A,2019-08-30,0x85f974
False,A,2019-10-15,0x46929d
False,A,2020-01-17,0x54d5f5
False,A,2019-10-08,0x427ca0
False,A,2020-06-09,0x8ae5bc
True,A,2019-10-15,0x91e523
False,A,2019-12-29,0x4e3683
False,A,2020-06-10,0x80f94a
False,A,2020-02-06,0x657e33
True,A,2020-05-06,0x932857
False,A,2020-06-29,0x6a8a5a
False,B,2020-08-21,0x8aecd1
False,A,2020-05-24,0x8f14ca
False,A,2019-11-09,0x4d0d1c
False,A,2020-01-23,0x748d7f
True,A,2020-01-06,0x4b73f9
False,A,2020-02-25,0x546d1a
False,A,2019-09-21,0x4127de
False,A,2020-05-07,0x8d7968
False,A,2020-05-07,0x5ed0d3
False,A,2019-10-27,0x42969f
False,A,2020-06-10,0x6a0ab6
True,A,2020-06-17,0x859a3f
False,A,2019-11-01,0x65c4ea
False,A,2020-04-05,0x4f4c23
False,A,2020-07-19,0x1e8616
True,A,2020-03-29,0x5daf3d
True,A,2020-06-23,0x8ac441
False,A,2020-07-09,0x1748d9
False,A,2019-10-23,0x124ed7
False,A,2020-02-11,0x41fd0f
True,A,2019-12-27,0x187b06
False,A,2019-08-16,0x538668
False,A,2020-04-01,0x8832b5
False,A,2019-10-26,0x857275
False,A,2019-09-22,0x28ec50
True,A,2020-03-27,0x847eb5
False,A,2020-07-04,0x5eac7e
False,A,2020-03-30,0x247693
False,A,2019-09-29,0x7b7bfc
False,A,2020-03-23,0x5c4704
False,A,2019-09-18,0x8db6fa
False,A,2020-08-06,0x55a08a
True,A,2019-08-15,0x2519cf
False,A,2020-08-18,0x2f0853
True,A,2020-04-07,0x63b219
False,A,2020-02-02,0x255e34
True,A,2019-12-12,0x6d9f43
False,A,2020-02-07,0x5885a8
False,A,2020-03-12,0x271fdf
False,A,2019-09-11,0x793a3a
False,A,2020-08-06,0x8c2792
False,A,2020-01-25,0x1e3ac9
True,A,2019-10-11,0x221756
False,A,2019-12-05,0x604022
False,A,2020-03-10,0x39dded
False,A,2020-03-12,0x33eb95
False,A,2020-05-04,0x5f2688
False,A,2020-05-16,0x72ece7
False,A,2020-06-20,0x1686ca
False,A,2019-08-10,0x6d2df1
False,A,2019-11-23,0x3c8f7a
False,A,2020-07-07,0x1fd0a2
True,A,2019-10-23,0x73870b
False,A,2020-07-29,0x628c90
False,A,2019-11-13,0x80a641
False,A,2019-08-08,0x4abbab
False,A,2019-09-15,0x22ef86
False,A,2020-07-08,0x755594
True,A,2020-06-24,0x6042d9
False,A,2020-01-30,0x88bd6d
False,A,2020-07-15,0x6f5723
False,A,2019-12-13,0x7301a7
False,A,2019-09-06,0x108ca5
False,A,2020-08-13,0x5b359a
False,A,2020-05-08,0x44e117
False,A,2020-06-18,0x64ad4d
False,A,2020-08-01,0x972a20
False,A,2020-04-17,0x2188e7
False,A,2019-08-17,0x3f93b5
False,A,2019-10-04,0x7d759b
False,A,2019-10-15,0x83a77d
False,A,2019-12-07,0x5c7d30
False,A,2020-02-11,0x645de6
False,A,2020-07-30,0x3fb8ef
False,A,2020-06-11,0x6257ee
False,A,2020-03-27,0x65a80a
True,A,2019-08-06,0x3e54be
True,B,2020-08-26,0x733636
False,A,2020-07-01,0x597304
False,A,2020-03-13,0x3f20ab
False,A,2020-04-26,0x79d57f
False,A,2020-06-15,0x5dd926
False,A,2019-12-28,0x103acb
True,A,2019-11-08,0x5de669
False,A,2020-05-19,0x57b34a
False,A,2019-10-09,0x44b6d2
False,B,2020-08-21,0x20ba9b
False,A,2020-07-27,0x93a5d9
False,A,2019-12-04,0x6793d4
False,A,2019-09-10,0x3e3e8f
False,A,2019-11-22,0x6063f1
False,A,2019-09-17,0x4105e3
True,A,2020-08-17,0x53bcf4
False,A,2019-11-18,0x1d22a7
False,A,2020-03-01,0x4107fe
False,A,2019-12-25,0x49389e
False,A,2019-08-01,0x6458f0
False,A,2020-01-18,0x815a48
False,A,2019-09-21,0x516021
False,A,2020-03-03,0x8d6846
False,A,2020-01-16,0x64aa1c
False,A,2020-07-07,0x56a885
False,A,2020-04-03,0x3d131a
False,A,2020-07-19,0x17858e
False,A,2019-09-22,0x160097
False,A,2020-06-03,0x1e64aa
False,A,2020-07-25,0x8f5971
False,A,2020-04-24,0x39b319
False,A,2020-02-08,0x5ecce3
False,A,2020-04-09,0x3412d4
False,A,2020-04-14,0x2a49be
False,A,2020-07-06,0x4fcf0a
False,A,2020-04-05,0x749ff1
False,A,2020-04-23,0x372c7d
False,A,2020-03-23,0x89e110
False,A,2020-03-09,0x53be01
False,A,2019-10-16,0x8e67bf
False,A,2020-07-27,0x6bbc85
False,A,2019-12-28,0x2517a2
False,A,2019-11-28,0x763b78
False,A,2019-12-18,0x42f3a9
True,A,2020-08-17,0x451074
False,A,2019-09-24,0x370120
False,A,2020-04-18,0x5a3475
False,A,2020-06-06,0x27363b
True,A,2019-12-09,0x31aedc
False,A,2020-02-26,0x1d0f57
True,A,2019-12-29,0x819209
False,A,2019-11-26,0x5dd3d4
False,A,2020-06-12,0x5cc9fa
False,A,2020-03-27,0x4d82ae
False,A,2020-08-13,0x8b008a
False,A,2019-11-14,0x1eda4a
True,A,2019-11-22,0x444a30
False,A,2020-05-22,0x44ec1b
False,A,2020-01-09,0xff880
False,A,2020-01-15,0x229043
False,A,2019-11-11,0x47610e
False,A,2020-01-31,0x983fa7
False,A,2019-12-27,0x1b2868
True,A,2019-09-15,0x3d8ed6
False,A,2019-09-24,0x5c2b31
False,B,2020-08-29,0x459a6d
False,A,2020-04-13,0x62528e
False,A,2020-02-01,0x3a513d
False,A,2019-11-18,0x490c5b
False,A,2019-08-28,0x7ee046
False,B,2020-08-23,0x66ce81
False,A,2020-04-24,0x5586c5
False,A,2019-09-13,0x64ec94
False,A,2019-10-19,0x93d1bd
False,A,2020-03-22,0x93e92a
False,A,2020-05-11,0x7520e6
False,A,2020-06-25,0x7c321a
False,A,2020-07-30,0x36a1cc
False,A,2020-01-04,0x31cbe1
False,A,2019-12-16,0x4b797a
False,A,2019-08-15,0x635a33
False,A,2020-05-29,0x8e55b8
False,A,2019-09-27,0x264358
False,A,2020-03-23,0x66737e
False,A,2020-05-10,0x5d6e08
False,A,2019-10-14,0x74fe48
False,A,2020-07-17,0x3c0168
False,A,2020-06-11,0x375538
False,A,2020-04-24,0x121f6b
False,A,2020-02-13,0x45b80d
True,A,2019-11-24,0x8e5463
False,A,2020-07-03,0x283aeb
False,A,2019-11-07,0x7275e9
False,A,2019-12-24,0x7a0b06
False,A,2019-11-03,0x2ec132
True,A,2019-09-14,0x303ce9
False,A,2019-09-08,0x54151e
True,A,2020-01-01,0x486535
False,A,2020-03-30,0x9441e1
True,A,2020-07-12,0x214c05
False,A,2019-09-02,0x11fe30
False,A,2020-01-23,0x1d78f7
True,B,2020-08-07,0x6990cc
False,A,2019-12-11,0x73514d
True,B,2020-08-02,0x8311b2
False,A,2020-02-04,0x1d261b
False,A,2019-12-09,0x342a62
False,A,2020-03-23,0x7c3fb5
False,A,2020-05-05,0x792acb
False,A,2019-10-31,0x4cb917
True,A,2020-01-07,0x63efdc
False,A,2020-02-07,0x53c707
True,A,2020-03-22,0x5cbee4
False,A,2020-01-17,0x3b07b7
False,A,2020-04-01,0x6f2ba9
False,A,2020-06-19,0x5e4463
False,A,2020-04-20,0x32edbf
False,A,2020-06-11,0x8ea4fe
False,A,2020-02-26,0x9536b3
False,A,2020-05-28,0x29c1cb
False,A,2019-09-09,0x7d2ab3
False,A,2020-01-31,0x94f036
False,A,2020-04-17,0x449284
True,A,2020-06-02,0x6f15cc
False,A,2019-11-04,0x68fbf0
False,A,2019-10-26,0x6c8555
True,A,2019-12-20,0x61a944
False,A,2019-10-28,0x1ee110
False,A,2020-05-18,0x53b14a
False,A,2019-11-11,0x96e8cb
False,A,2019-09-22,0x5d0231
True,A,2020-04-02,0x6d0911
False,A,2020-08-16,0x88b045
False,A,2019-11-30,0x4272fe
False,A,2019-11-08,0x6c336f
False,A,2019-12-04,0x7e78e5
False,A,2020-01-02,0x2f23ac
True,A,2020-08-04,0x337768
False,A,2020-08-11,0x10b827
False,B,2020-08-03,0x3779a8
False,A,2019-12-04,0x67c948
False,A,2020-04-04,0x2a5a05
False,A,2020-07-16,0x850ada
False,A,2020-07-21,0x983980
False,A,2019-09-23,0x16cf0a
False,A,2019-11-15,0x510ea2
False,A,2019-10-07,0x44a77b
False,A,2020-03-13,0x612f52
False,A,2020-06-02,0x5bd5bd
False,A,2020-06-19,0x125026
False,A,2019-08-25,0x7924ee
False,A,2020-07-10,0x72de81
False,A,2020-01-23,0x6e26c2
False,A,2020-07-13,0x31276c
False,B,2020-08-23,0x74d72f
False,A,2020-05-14,0x1f0803
False,A,2020-04-13,0x67d23d
False,A,2019-11-14,0x265771
True,A,2020-03-22,0x7c8552
False,A,2020-06-29,0x7cfcf1
False,A,2019-09-09,0x253141
False,A,2019-09-24,0x7a353c
False,A,2020-01-06,0x538c39
False,A,2020-05-10,0x81cda9
False,A,2020-04-05,0x861a42
False,A,2020-05-12,0x3aa310
False,A,2020-05-24,0x778095
True,B,2020-08-19,0x32bfc3
False,A,2020-02-10,0x67f4ee
False,A,2020-07-16,0x16b0b1
False,A,2020-02-23,0x24ef3f
False,A,2019-11-03,0x69d728
False,A,2020-04-23,0x104c7c
False,A,2020-04-10,0x7378a4
False,A,2020-05-21,0x740d93
False,A,2019-11-01,0x764fb9
False,A,2020-04-05,0x1f50b7
False,A,2020-02-19,0x28cad8
True,A,2020-03-06,0x1d29e6
False,A,2020-08-11,0x608292
False,A,2020-02-04,0x709bb7
False,A,2020-08-13,0x7ba062
False,A,2019-11-30,0x8cc068
False,A,2020-06-09,0x2ad66b
False,A,2019-12-30,0x3ffd34
False,A,2020-05-24,0x7072d3
True,A,2019-10-02,0x96ae3c
False,A,2019-09-02,0x14296a
False,A,2019-12-12,0x637058
False,A,2019-11-13,0x338117
False,A,2020-08-06,0x26fe5a
False,A,2020-01-05,0x6783bd
True,A,2019-11-12,0x1dbaa6
False,A,2020-06-26,0x1d9f3f
False,A,2020-08-22,0x2d2d22
True,A,2019-08-22,0x723921
False,A,2019-09-28,0x75d14e
True,B,2020-08-19,0x788ac3
False,A,2019-12-30,0x8c7b09
False,A,2020-02-25,0x657009
False,A,2020-05-27,0x7d0bcd
False,A,2020-06-11,0x3cfbea
False,A,2019-08-30,0x29c4c4
False,A,2019-12-27,0x1a3c02
False,A,2019-11-26,0x8089db
False,A,2020-05-23,0x3bf337
False,A,2019-08-10,0x976820
False,A,2020-01-23,0x35f20c
False,A,2020-05-02,0x463a83
False,A,2020-07-08,0x64a953
False,A,2020-07-04,0x2b0cef
False,A,2020-01-16,0x32f306
False,A,2020-05-24,0x5ed4dd
False,A,2020-07-10,0x53aa4e
False,A,2020-05-12,0x48ba9f
False,A,2020-03-12,0x46654c
False,A,2019-11-05,0x60439c
True,A,2019-08-15,0x27fffb
False,A,2020-02-05,0x255802
True,A,2020-05-22,0x7448a6
False,A,2019-08-26,0x4e065f
False,A,2020-08-28,0x6a90c2
False,A,2020-03-19,0x57172a
False,A,2019-11-17,0x402386
False,A,2020-06-15,0x87958c
False,A,2020-03-28,0x60dc72
False,A,2019-11-07,0x80c1e0
False,A,2020-05-17,0x8e5ce4
False,A,2020-07-18,0x8fcd37
False,A,2020-02-07,0x3e34f8
False,A,2020-03-13,0x56abfb
False,A,2019-12-26,0x2c60fc
True,A,2020-05-22,0x7c32a3
False,A,2020-03-24,0x89ef2a
False,A,2020-01-27,0x751175
